Clinic,street1,street2,city,state,zip,county,phone,website,lat,lon,treatment
"MartinsvilleTreatmentServices,LLC","8500 A. L. Philpott Highway, Suite #3",NA,Martinsville,VA,24112,,276 732.6654,,36.6933756,-79.8305497,OTP
"MaryAliceCox, ",108 Baker Road,NA,Dublin,VA,24084,PULASKI,434-441-6952,,37.085,-80.678,BUPREN
"MaryAnne Harmon,NP",203 East Cary Street,NA,Richmond,VA,23298,RICHMOND CITY,804-828-3793,,37.5405,-77.443,BUPREN
"MaryElizabethKwiecinski,CNM",61 Meadow Glen Drive,NA,Staunton,VA,24401,AUGUSTA,434-229-3859,,38.1167,-79.0808,BUPREN
"MaryElizabethMcGrath, ",13308 Scotsmore Way,NA,Herndon,VA,20171,FAIRFAX,703-481-8832,,38.9185,-77.4068,BUPREN
"MaryKathleenBrooks,NP",1345 Plantation Rd NE,NA,Roanoke,VA,24012,ROANOKE,540-699-1824,,37.3209,-79.8826,BUPREN
"MaryNnekaUkpabi-Egbuniwe, ",Hopewell/Prince George Community Health Center,4200 Crossing Boulevard,Prince George,VA,23875,PRINCE GEORGE,804-452-5800,,37.2569,-77.3264,BUPREN
"Matindokht Taheri,NP",10496 Dunn Meadow Road,NA,Vienna,VA,22182,FAIRFAX,703-863-9500,,38.9743,-77.3074,BUPREN
"Matthew Bernniard,MD",240 Mustang Trail,STE 1,Virginia Beach,VA,23452,,757-949-8076,,36.8403,-76.0663,BUPREN
"MatthewTStich,MD",144 Prison Lane,NA,Troy,VA,22974,ALEXANDRIA CITY,434-422-3502,,38.7981,-77.0647,BUPREN
"MatthewTStich,MD",144 Prison Ln,NA,Troy,VA,22974,LOUDOUN,434-422-3700,,39.0752,-77.5449,BUPREN
MeadowviewHealthClinic,13168 Meadowview Sq,NA,Meadowview,VA,24361,,276-944-3999,,36.7613118,-81.86111313,HC
"MeganDowMcPhee, ",24 S Windsong Court,NA,Fishersville,VA,24929,AUGUSTA,434-414-4435,,38.1077,-78.9759,BUPREN
"MeganElizabethCarter,PA",210 Professional Park,Suite 9,Blacksburg,VA,24060,MONTGOMERY,,,37.1962,-80.4012,BUPREN
"Megan Zamora,NP",143 Industrial Parkway,NA,Clarksville,VA,23927,MECKLENBURG,434-572-6916,,36.6004,-78.5656,BUPREN
"MelanieHopeLeonhartJones, ",5400 Elsom Mascot Rd,NA,Mascot,VA,23108,WESTMORELAND,757-585-9641,,38.254,-76.9777,BUPREN
"MelanieSabineDaniel,NP",Tidewater psychotherapy,2,VIRGINIA BEACH,VA,23462,NORFOLK CITY,757-497-3670,,36.8323,-76.1559,BUPREN
"MelissaShirlraeFranklin,NP",2195 Euclid Ave,NA,Bristol,VA,24201,SMYTH,276-669-5179,,36.8763,-81.7693,BUPREN
"Meredith Camilleri,NP",4847 Fort Avenue,NA,Lynchburg,VA,24502,,434-326-4908,,37.3814,-79.1824,BUPREN
METOMPKINSCHOOLDENTAL,24501 Parksley Rd,NA,Parksley,VA,23421,,757-665-1159,http://www.esrh.org,37.77888281,-75.64641514,HC
MetroTreatmentOfVirginia,2217 E. Franklin Street,NA,Richmond,VA,23223,,804 213-0249,,37.530759,-77.423106,OTP
"MetroTreatmentOfVirginia,LP",30 Baxter Drive,NA,Harrisonburg,VA,22801,,540 908-3917,,38.4123919,-78.90339,OTP
MHCCoalitionAdmin,29 Jones St,NA,Martinsville,VA,24112,,276-403-5099,,36.6919697,-79.87317749,HC
MHCDentalClinic,23 Fayette St,NA,Martinsville,VA,24112,,276-403-5099,,36.69239646,-79.87356859,HC
MHCMobileUnit,4944 Greensboro Rd,NA,Ridgeway,VA,24148,,276-403-5099,,36.62635398,-79.85981087,HC
"MichaelDevitoBrooks, ",9000 Boydton Plank Road,NA,Alberta,VA,23821,BRUNSWICK,434-949-6700,,36.8445,-77.9022,BUPREN
"MichaelWayneMorton,PA",3425 Flint Avenue,NA,Harrisonburg,VA,22801,ROCKINGHAM,540-434-1759,,38.4517,-78.9241,BUPREN
"Michelle Hoffmann,NP",Addiction Recovery Center of Williamsburg,"5000 New Point Road, Suite 3201",Williamsburg,VA,23188,YORK,757-201-9771,,37.3091,-76.7527,BUPREN
"Michelle Whittaker,NP",4970 North Spring Drive,NA,Roanoke,VA,24016,ROANOKE,540-345-6468,,37.3224,-80.0066,BUPREN
MiddlePeninsulaNorthernNeckCSB,9228 George Washington Mem Highway,NA,Gloucester,VA,23061,Gloucester,804-693-5057,http://www.mpnncsb.org,37.4348405,-76.5693679,MH
MiddlePeninsula/NorthernNeckCSB,330 Hospital Road,NA,Tappahannock,VA,22560,Essex,804-333-3671,http://www.mpnncsb.org,37.8990759,-76.8747535,MH
"Miriam Meko,MD",Virgina Family Medicine,2070 Chain Bridge Road,Vienna,VA,22182,FAIRFAX,703-383-4836,,38.9173,-77.2374,BUPREN
MobileMedicalUnit #1,25 Northridge Ln,NA,Lexington,VA,24450,,540-464-8700 x7111,http://www.rockahc.org,37.80401687,-79.40548003,HC
"MohammedSaiduNabie,NP",3771-A Fettler Park Drive,NA,DUMFRIES,VA,22025,PRINCE WILLIAM,703-441-1905,,38.5794,-77.3284,BUPREN
"MonicaN.Bartorelli,NP",314 Fairy Street,NA,Martinsville,VA,24112,ALAMANCE,276-201-1647,,36.696,-79.8598,BUPREN
MontgomeryAdminAnnex,211 Roanoke St,NA,Christiansburg,VA,24073,,540-381-0820,,37.13013989,-80.40251437,HC
MontgomeryClinic,215 Roanoke St,NA,Christiansburg,VA,24073,,540-381-0820,http://www.chcnrv.org,37.13013436,-80.40222603,HC
MountainViewFamily,2131 Magnolia Ave,NA,Buena Vista,VA,24416,,540-464-8700,http://www.rockahc.org,37.73483188,-79.35411958,HC
MountRogersCommunityServicesBoard,108 Bedwell Street,NA,Independence,VA,24348,Grayson,276-773-3515,http://www.mountrogers.org,36.6195754,-81.1517284,MH
MulticulturalClinicalCenter,6563 Edsall Road,NA,Springfield,VA,22151,Fairfax,703-354-0000 x109,http://www.mccva.com,38.8058496,-77.1711814,MH
"Nakita Harris,NP",601 Blanton Drive,NA,Newportnews,VA,23608,,504-470-9390,,37.1679,-76.5668,BUPREN
"NancyeLynnSadler,NP",9001 Digges Road,Suite 104,Manassas,VA,20110,MANASSAS CITY,703-239-3602,,38.7649,-77.4869,BUPREN
NanduaMiddleSchool,20330 Warrior Dr,NA,Onley,VA,23418,,757-787-7037,http://nms.accomack.k12.va.us,37.6818259,-75.72502264,HC
"NayanABhatia, ",1906 belleview ave se,NA,roanoke,VA,24014,ROANOKE CITY,540-981-7000,,37.2517,-79.9411,BUPREN
NeighborhoodHealth,2100 Washington Blvd,NA,Arlington,VA,22204,,703-535-5568,http://www.neighborhoodhealth.org,38.8732284,-77.08324978,HC
NeighborhoodHealthAt,8350 Richmond Hwy STE 301,NA,Alexandria,VA,22309,,703-535-5568,,38.73150492,-77.1041203,HC
NeighborhoodHealthAt,7501 Little River Tpke STE G4,NA,Annandale,VA,22003,,703-535-5568,http://www.neighborhoodhealthva.org,38.83162487,-77.20459644,HC
NeighborhoodHealthAt,2616 Sherwood Hall Ln STE 106,NA,Alexandria,VA,22306,,703-535-5568,,38.74341464,-77.07723082,HC
NeighborhoodHealthAt,6715 Little River Tpke STE 201,NA,Annandale,VA,22003,,703-535-5568,,38.82543324,-77.17551576,HC
NeighborhoodHealthAt,8221 Willow Oaks Corporate Dr,NA,Fairfax,VA,22031,,703-535-5568,http://www.neighborhoodhealthva.org,38.86376284,-77.23378273,HC
NeighborhoodHealthAt,6677 Richmond Hwy,NA,Alexandria,VA,22306,,703-535-5568,,38.77348807,-77.08045995,HC
NeighborhoodHealthAt,720 N Saint Asaph St,NA,Alexandria,VA,22314,,703-535-5568,,38.81226179,-77.04427142,HC
NeighborhoodHealthAt,"1225 Martha Custis Dr, Ste C1",NA,Alexandria,VA,22302,,703-535-5568,,38.84218171,-77.08014747,HC
NeighborhoodHealthAt,2120 Washington Blvd,NA,Arlington,VA,22204,,703-535-5568,,38.87374485,-77.083977,HC
NeighborhoodHealthAt 2,2 E Glebe Rd,NA,Alexandria,VA,22305,,703-535-5568,http://www.neighborhoodhealth.org,38.83541814,-77.05742698,HC
NeighborhoodHealthAtThe,8119 Holland Rd,NA,Alexandria,VA,22306,,703-535-5568,http://www.neighborhoodhealthva.org,38.73728663,-77.07911642,HC
NeighborhoodHealthAtThe,1200 N Howard St,NA,Alexandria,VA,22304,,703-778-0340,http://www.neighborhoodhealthva.org,38.82193245,-77.10369283,HC
NeighborhoodHealthJoseph,3750 Old Lee Hwy,NA,Fairfax,VA,22030,,703-535-5568,,38.85025289,-77.29916426,HC
NeighborhoodHealthKing,4480 King St,NA,Alexandria,VA,22302,,703-838-4400,http://www.neighborhoodhealth.org,38.83965314,-77.10558085,HC
NeighborhoodHealthMark,4850 Mark Center Dr STE 3113,NA,Alexandria,VA,22311,,703-535-5568,,38.83001294,-77.1186966,HC
NeighborhoodHealthSouth,8350 Richmond Hwy STE 233,NA,Alexandria,VA,22309,,703-535-5568,,38.73150492,-77.1041203,HC
NelsonCountyHighSchool,6919 Thomas Nelson Hwy,NA,Lovingston,VA,22949,,434-263-6892,http://www.brmedical.org,37.73278301,-78.89647798,HC
"NewHorizonsHealthcare,",5060 Valley View Blvd NW,NA,Roanoke,VA,24012,,540-362-0360,http://newhorizonshealthcare.org,37.30913245,-79.96938128,HC
"NewHorizonsHealthcare,",3620 Melrose Ave NW,NA,Roanoke,VA,24017,,540-362-0360,,37.293666,-79.99710703,HC
NewportAcademy,8280 Willow Oaks Corporate Drive,Suite 125,Fairfax,VA,22031,Fairfax,877-820-6371,http://newportacademy.com,38.8636363,-77.2288722,MH
NewportAcademy,11901 Plantation Drive,NA,Great Falls,VA,22066,Fairfax,877-820-6371,http://www.newportacademy.com,39.0227897,-77.3572522,MH
NewportAcademy,1318 Kurtz Road,NA,McLean,VA,22101,Fairfax,877-820-6371,http://www.newportacademy.com,38.9364764,-77.1726685,MH
NewRiverValleyCommunityServices,260 Webbs Mill Road,NA,Floyd,VA,24091,Floyd,540-745-2047,http://www.nrvcs.org,36.9191246,-80.3250752,MH
NewRiverValleyCommunityServices,401 West Main Street,NA,Radford,VA,24141,Radford City,540-838-8000,http://www.nrvcs.org,37.1338269,-80.577643,MH
NewRiverValleyCommunityServices,705 Wenonah Avenue,NA,Pearisburg,VA,24134,Giles,540-921-2238,http://nrvcs.org,37.327443,-80.7318141,MH
NewRiverValleyCommunityServices,327 North Washington Avenue,NA,Pulaski,VA,24301,Pulaski,540-994-5023,http://www.nrvcs.org,37.0494794,-80.7802969,MH
"NhiNgocDai, ",2005 Old Greenbrier Road,Suite 104,Chesapeake,VA,23320,CHESAPEAKE CITY,702-927-3599,,36.7934,-76.2337,BUPREN
"NhiNgocDai, ",1589 Wynd Crest Way,NA,Virginia Beach,VA,23456,,,,36.7899,-76.1263,BUPREN
"NicoleDariceKemp,NP","5334 Airport Road, NW",NA,Roanoke,VA,24012,,540-562-5700,,37.3213,-79.9607,BUPREN
"NicoleDariceKemp,NP",1314 Peters Creek Road,NA,Roanoke,VA,1314,,540-562-5700,,37.3001,-80.0081,BUPREN
"NikkiFayeRoberts,NP",1662 Bonham Road,NA,Bristol,VA,24201,WASHINGTON,423-434-6677,,36.615,-82.1246,BUPREN
"NoraHatemElnahas,NP",99 Tremont Street,NA,Manassas Park,VA,20111,FAIRFAX,703-350-3390,,38.7589,-77.14,BUPREN
NorthernVirginiaFamilyService,6400 Arlington Boulevard,Suite 110,Falls Church,VA,22042,Fairfax,571-748-2800,http://www.nvfs.org/multicultural,38.8727611,-77.160305,MH
NorthsideMedicalCenter,2809 North Ave STE 206,NA,Richmond,VA,23222,,804-780-0840,http://www.cahealthnet.org,37.56908763,-77.4328681,HC
NorthsideMedicalCenter,2809 North Ave,NA,Richmond,VA,23222,,804-780-0840,,37.56908763,-77.4328681,HC
NorthSpringBehavioralHealthcare,42009 Victory Lane,NA,Leesburg,VA,20176,Loudoun,703-777-0800,http://www.northspringleesburg.com,39.1458809,-77.5465238,MH
NorthwoodMiddleSchool,156 Long Hollow Rd,NA,Saltville,VA,24370,,276-496-4492,,36.92997849,-81.62581651,HC
"Nsekenene Kolongo,MD",3925 Colony Pointe Drive,NA,Chesapeake,VA,23321,,757-899-0313,,36.8031,-76.4079,BUPREN
NWCSBPageClinic,214 South Braddock Street,NA,Winchester,VA,22601,Winchester City,540-743-4548,http://www.nwcsb.com/,39.1819473,-78.1678884,MH
"OanhDSmith,NP",3300 Woodburn Road,NA,Annandale,VA,22003,FAIRFAX,703-205-9452,,38.8551,-77.2245,BUPREN
OccohannockDental,4208 Seaside Rd,NA,Exmore,VA,23350,,757-414-0400,,37.52088079,-75.81434255,HC
OceanViewMedicalAnd,9581 Shore Dr,NA,Norfolk,VA,23518,,757-393-6363,http://www.hrchc.org,36.92818317,-76.19113592,HC
"OlajumokeAdemolaAdetunji,NP",43263 Canal Creek Place,NA,Leesburg,VA,20176,LOUDOUN,17039997074,,39.0854,-77.5075,BUPREN
OnleyCommunityHealth,20306 Badger Ln,NA,Onancock,VA,23417,,757-787-7374,http://esrh.org,37.68893941,-75.72588053,HC
OrchardCreekClinic,8494 S Scenic Hwy,NA,Bland,VA,24315,,276-688-0500,http://www.BlandClinic.com,37.10084308,-81.12305294,HC
ParkPlaceFamilyHealth,3415 Granby St,NA,Norfolk,VA,23504,,757-533-9108,http://www.hrchc.org,36.87833469,-76.28209289,HC
ParkView,2420 Memorial Ave,NA,Lynchburg,VA,24501,,434-200-3366,http://www.communityaccessnetwork.org,37.40295604,-79.1674121,HC
PATHSCommunityDental,501 Rison St STE 110,NA,Danville,VA,24541,,434-791-0214,,36.5786299,-79.40139528,HC
PATHSCommunityMedical,1627 Seymour Dr,NA,South Boston,VA,24592,,434-791-3630 x1023,http://www.pathsinc.org,36.69678246,-78.89278802,HC
PATHSCommunityMedical,380 Washington St,NA,Boydton,VA,23917,,434-738-6420,http://www.pathsinc.org,36.66673053,-78.38801832,HC
PATHSCommunityMedical,705 Main St,NA,Danville,VA,24541,,434-791-4122,http://www.pathsinc.org,36.58595425,-79.39545192,HC
PATHSCommunityMedical,336 Old Riverside Dr,NA,Danville,VA,24541,,434-791-3630,http://pathsinc.org,36.58803162,-79.42204418,HC
PATHSCommunityMedical,287 Commonwealth Blvd W,NA,Martinsville,VA,24112,,276-632-2966,http://www.pathsinc.org,36.69697667,-79.88220052,HC
PATHSCommunityPharmacy,1049 Brookdale St Ste A,NA,Martinsville,VA,24112,,276-670-2207,http://www.pathsinc.org,36.6794934,-79.85086956,HC
PATHSCommunityPharmacy -,133 S Ridge St Bldg,NA,Danville,VA,24541,,434-791-4880,,36.58547426,-79.39404921,HC
PATHSGeorgeWashington,701 Broad St,NA,Danville,VA,24541,,434-791-3630,http://www.pathsinc.org,36.5870527,-79.41416695,HC
"Patricia Beauzile, ",Carilion Clinic Obstetrics and Gynecology - New River Valley,2875 Barn Road,Christiansburg,VA,24073,MONTGOMERY,540-731-4578,,37.0918,-80.5058,BUPREN
"PatriciaJoRodgers, ",JENCARE SENIOR MEDICAL CENTERS,524 Southpark Blvd.,Colonial Heights,VA,23834,COLONIAL HEIGHTS CITY,804-504-7980,,37.2433,-77.3918,BUPREN
"PaulineCarvellaReed,MD",940 General Booth Boulevard,NA,Virginia Beach,VA,23451,,757-425-3610,,36.8081,-75.9901,BUPREN
PediatricMedicalCenter,5855 Bremo Rd STE 302,NA,Richmond,VA,23226,,804-282-4207,,37.58451284,-77.51301921,HC
"PeterThorntonWilbanks,MD",12129 Graham Meadows Drive,NA,Richmond,VA,23233,HENRICO,804-288-4084,,37.6562,-77.637,BUPREN
"PHUONG-THUTHIVO, ",2120 Washington Boulevard,NA,Arlington,VA,22204,ARLINGTON,703-228-5150,,38.8739,-77.0844,BUPREN
PiedmontAccessToHealth,116 S Ridge St,NA,Danville,VA,24541,,434-791-3630,http://www.pathsinc.org,36.5857797,-79.39470107,HC
PiedmontCommunityServices,22280 Jeb Stuart Highway,NA,Stuart,VA,24171,Patrick,276-632-7128 x104,http://www.piedmontcsb.org,36.627576,-80.193752,MH
"PinnacleTreatmentCenters,VA-I,LLC",905-C Southlake Blvd.,NA,Richmond,VA,23236,,804 419-0492,,37.504936,-77.598127,OTP
"PinnacleTreatmentCenters,VA-I,LLC",4906 Radford Ave.,NA,Richmond,VA,23230,,804 354-1996,,37.580762,-77.495055,OTP
PoplarSpringsHospital,350 Poplar Drive,NA,Petersburg,VA,23805,Petersburg City,804-733-6874,http://poplarsprings.com,37.1873426,-77.3591622,MH
PositivePathways,900 Granby Street,Suite 245,Norfolk,VA,23510,Norfolk City,757-543-1870,http://www.GotMyPath.com,36.8591547,-76.287827,SU
PulaskiCountyHighSchool,5414 Cougar Trail Rd BLDG 2,NA,Dublin,VA,24084,,540-381-0820,http://www.chcnrv.org,37.09422398,-80.71603401,HC
"PulaskiMedical,LLC",1006 E.Main Street,NA,Pulaski,VA,24301,,540980-1125,,37.0484681,-80.7615951,OTP
Pulaski/RadfordClinic,5826 Ruebush Rd STE B,NA,Dublin,VA,24084,,540-585-1310,http://www.chcnrv.org,37.11543438,-80.67023102,HC
PUNGOTEAGUEDENTALPROGRAM,28480 Bobtown Rd,NA,Melfa,VA,23410,,757-789-7777,http://www.esrh.org,37.65185842,-75.7921497,HC
"QuincyXue-YingZhong, ",1300 Jefferson Park Avenue RM 3146,Department of Psychiatry,Charlottesville,VA,22903,ALBEMARLE,434-924-2241,,38.0334,-78.5017,BUPREN
"RachelH.McLaughlin,NP","8220 Meadowbridge Road, MOB 1",Suite 310,Mechanicsville,VA,23116,RICHMOND CITY,804-417-0120,,37.6278,-77.3871,BUPREN
RAHC -BuenaVista,2127 Magnolia Ave,NA,Buena Vista,VA,24416,,540-464-8700,,37.73480196,-79.35413207,HC
RAHCKendalDrive,170A Kendal Dr,NA,Lexington,VA,24450,,540-464-8700,,37.78060404,-79.46089013,HC
RAHC -MagnoliaSquare,35 Magnolia Sq STE 9,NA,Lexington,VA,24450,,540-464-8700,,37.79386252,-79.42380254,HC
"Rajinderpal Singh,MD",Prince William County Government Community Services,7969 Ashton Avenue,Manassas,VA,20109,PRINCE WILLIAM,703-792-7800,,38.7886,-77.5191,BUPREN
"Ram Gopalan, ",10333 Brittenford Drive,NA,Vienna,VA,22182,FAIRFAX,703-627-1951,,38.944,-77.3076,BUPREN
"RandyAllenGallagher,DO",1 Health Circle,NA,Lexington,VA,24450,ROCKBRIDGE,540-849-5496,,37.7789,-79.4412,BUPREN
RappahannockAreaCommServsBoard,19254 Rogers Clark Boulevard,NA,Ruther Glen,VA,22546,Caroline,804-633-9997,http://www.rappahannockareacsb.org,37.9977082,-77.4172582,MH
RappahannockAreaCommServsBoard,7424 Brock Road,NA,Spotsylvania,VA,22553,Spotsylvania,540-373-3223,http://www.rappahannockareacsb.org,38.2601,-77.6263,MH
RappahannockAreaCommServsBoard,15 Hope Road,NA,Stafford,VA,22554,Stafford,540-373-6876,http://www.rappahannockareacsb.org,38.4256162,-77.4061383,MH
RappahannockAreaCommServsBoard,8479 Saint Anthonys Road,NA,King George,VA,22485,King George,540-373-3223,http://www.rappahannockareacsb.org,38.2725357,-77.1948392,MH
"RBHA,OpioidTreatmentProgram",15 West Cary St.,NA,Richmond,VA,23220,,804 644-4636,,37.542196,-77.445505,OTP
"RebeccaElizabethSutter,NP",4400 University Drive,NA,Fairfax,VA,22030,FAIRFAX,571-225-3256,,38.8471,-77.3052,BUPREN
"Rebecca King-Mallory,MD",5826 Ruebush Road,NA,Dublin,VA,24084,PULASKI,540-585-1310,,37.1155,-80.6699,BUPREN
"RebeccaSueScott,NP",Pinnacle Treatment CT-Pulaski Medical,1006 E. Main Street,Pulaski,VA,24301,PULASKI,540-980-1125,,37.0475,-80.7616,BUPREN
RecoveryForTheCityInternational,228 North Lynnhaven Road,Suite 118,Virginia Beach,VA,23452,Virginia Beach City,757-456-0093,http://www.recoveryforlife.com,36.8420621,-76.0697852,SU
"ReginaRomeroSibal,NP",1781 Grey Friars Chase,NA,Virginia Beach,VA,23456,,757-754-1907,,36.7843,-76.1324,BUPREN
"ReneeElaine-GlissonHammel, ",517 W Grace Street,NA,Richmond,VA,23220,RICHMOND CITY,804-649-2119,,37.5475,-77.4479,BUPREN
Reston,11484 Washington Plz W,NA,Reston,VA,20190,,703-443-2000,http://www.hwnova.org,38.96853546,-77.34253248,HC
"RichardDeanCard,DO",141 East Main Street,Suite 420,Pulaski,VA,24301,PULASKI,540-540-5443,,37.0481,-80.7763,BUPREN
"Richard Hill, ",828 Greenbrier Parkway,NA,CHESAPEAKE,VA,23320,CHESAPEAKE CITY,757-547-9007,,36.7508,-76.225,BUPREN
RichmondBehavioralHealthAuthority,107 South 5th Street,NA,Richmond,VA,23219,Richmond City,804-819-4000,http://www.rbha.org,37.539087,-77.4407049,MH
RichmondSouthsideTreatmentCenter,9609 Jefferson Davis Highway,NA,Richmond,VA,23237,,804 275-1116,,37.394109,-77.429087,OTP
RMCGreenbrierNephrology,117 Mall Rd,NA,Covington,VA,24426,,304-438-6188,,37.77288944,-79.96756374,HC
"RobinQuesenberryOlsen,MD",Sentara Careplex Hospital,"4000 Coliseum Drive, Suite 400",Hampton,VA,23666,HAMPTON CITY,757-736-1000,,37.0568,-76.3902,BUPREN
RockbridgeAreaCommunityServsBoard,241 Greenhouse Road,NA,Lexington,VA,24450,Lexington City,540-463-3141,http://www.racsb.org,37.8034988,-79.4254311,MH
RockfishRiverElementary,200 Chapel Hollow Rd,NA,Afton,VA,22920,,434-361-1791,,37.94495798,-78.83868702,HC
"RonaldVincentMejzak,DO",Virginia Beach Psychiatric Center,1100 First Colonial Road,Virginia Beach,VA,23454,,309-361-0875,,36.8662,-76.0285,BUPREN
RPMC -RichmondPrivateMethadoneClinic,4926 West Broad St.,NA,Richmond,VA,23230,,804 673-5241,,37.583996,-77.496126,OTP
"RubyTurnerHaynes,NP",425 W Washington Street,NA,Suffolk,VA,23434,NORFOLK CITY,757-809-5376,,36.8529,-76.2743,BUPREN
RustburgCommunityHealth,925 Village Hwy,NA,Rustburg,VA,24588,,434-528-0005,,37.27773602,-79.09835629,HC
"SabrinaLynnMitchell,NP",1389 Dante Road,NA,St. Paul,VA,24283,SCOTT,276-762-0770,,36.8176,-82.4946,BUPREN
"SabrinaShanayHughes,NP",13613 Greyfield Drive,NA,Chester,VA,23831,CHESTERFIELD,804-691-4515,,37.3267,-77.4436,BUPREN
SafeHaven,2864 Hull St,NA,Richmond,VA,23224,,804-231-7137,,37.51070147,-77.46013477,HC
"SaharaPatriciaDominguez,NP",789 Piney Forest Road,NA,Danville,VA,24540,PISCATAQUIS,,,36.6143,-79.4066,BUPREN
SaintJosephsVilla,8000 Brook Road,Seton House,Richmond,VA,23227,Henrico,804-553-3200,http://www.neverstopbelieving.org,37.6318904,-77.4605621,MH
SaltvilleElementarySchool,1013 E Main St,NA,Saltville,VA,24370,,276-496-4492,,36.8880699,-81.75413892,HC
SALTVILLEMEDICALCENTER,308 W Main St,NA,Saltville,VA,24370,,276-496-4433,http://svchs.com,36.87648644,-81.76938921,HC
"SamanthaAngelicaSweitzer,NP",CVHS Petersburg Recovery Center,541 S. Sycamore St.,Petersburg,VA,23803,,804-835-6100,,37.2193,-77.3999,BUPREN
"SandraCarterHill,NP",8589 Anderson Court,NA,Mechanicsville,VA,23116,HANOVER,804-387-0973,,37.7006,-77.3984,BUPREN
SandstoneCare,11415 Isaac Newton Square South,NA,Reston,VA,20190,Fairfax,703-260-9359,http://www.sandstonecare.com/locations/reston-rehab-center/,38.9519543,-77.3373201,SU
SandstoneCareAlexandria,5400 Shawnee Road,Suite 101,Alexandria,VA,22312,Fairfax,571-556-7505,http://www.sandstonecare.com/locations/alexandria-treatment-center/,38.8057742,-77.1677037,MH
"Saphia Beckles,NP",224 Great Bridge Blvd,NA,Chesapeake,VA,23320,HAMPTON CITY,757-547-9334,,37.0556,-76.3877,BUPREN
"SarahAnnEngle, ",Kaiser Permanente Springfield Medical Center,6501 Loisdale Court,Springfield,VA,22150,FAIRFAX,,,38.7762,-77.178,BUPREN
"SarikaKPatel,PA",Salem VA Medical Center,1970 Roanoke Boulevard,Salem,VA,24153,,540-982-2463,,37.2743,-80.0185,BUPREN
SCHMigrantOutreach,867 Fairmont Ave,NA,Winchester,VA,22601,,304-263-4999,http://www.shencommhealth.com/,39.19732257,-78.16484345,HC
SCHWinchester,1330 Amherst St,NA,Winchester,VA,22601,,540-722-2369 x1062,http://www.shencommhealth.com/www.winchesterfamilyhealth.com,39.19049111,-78.18401437,HC
"ScottKinchenMatthews,MD",CleanSlate Addiction Treatment Centers,"1510 N. 28th Street, Suite 101",Richmond,VA,23223,ERIE,716-688-9641,,37.5407,-77.4066,BUPREN
SDHSFamilyDentistry,1418 6th St,NA,Victoria,VA,23974,,434-696-4180,,36.99360313,-78.22541426,HC
"Shandra Tyus,NP",816 Greenbrier Circle,Suite 209,Chesapeake,VA,23320,,757-436-2444,,36.792,-76.2288,BUPREN
"Shannon Garrett,NP",3908 Nine Mile Road,NA,Richmond,VA,23223,HENRICO,804-727-8100,,37.5417,-77.3806,BUPREN
"ShannonRoseDavidson,NP",1510 N. 28th street,Suite 101,Richmond,VA,23224,RICHMOND CITY,804-521-0050,,37.5196,-77.449,BUPREN
"ShanteVenishaTucker,NP","2006 Bremo Road, Suite 101",NA,Richmond,VA,23226,HENRICO,804-288-1881,,37.5904,-77.5086,BUPREN
"SharonLynnClark,NP",4262 S. Amherst Highway,NA,Madison Heights,VA,24572,AMHERST,434-528-4640,,37.4601,-79.1201,BUPREN
"Shereka Jenkins,NP",825 Diligence Drive,Suite 206,Newport News,VA,23606,NEWPORT NEWS CITY,757-310-6900,,37.085,-76.4628,BUPREN
"SherryKayHall,NP",11921 Freedom Dr.,Suite 550,Reston,VA,20190,FAIRFAX,703-783-4375,,38.9591,-77.3578,BUPREN
"SidneyLeeSparks,NP",2011 Second Street,NA,Richlands,VA,24641,TAZEWELL,276-345-9900,,37.0965,-81.8022,BUPREN
"Sohayla Raja, ",1812 W. Plaza Drive,NA,Winchester,VA,22601,,443-831-1235,,39.1686,-78.1728,BUPREN
SoutheasternVirginia,7401 Warwick Blvd,NA,Newport News,VA,23607,,757-975-5200,,37.01344753,-76.44918077,HC
SoutheasternVirginia,300 Medical Dr,NA,Hampton,VA,23666,,757-788-0300,,37.05557603,-76.38824593,HC
SouthsideBehavioralHealth,424 Hamilton Boulevard,NA,South Boston,VA,24592,Halifax,434-572-2936,http://www.southsidebh.org,36.7136367,-78.9158733,MH
SouthsideBehavioralHealth,450 Washington Street,NA,Boydton,VA,23917,Mecklenburg,434-738-0406,http://www.southsidebh.org,36.6678665,-78.3877556,MH
SouthsideBehavioralHealth,2087 Lawrenceville Plank Road,NA,Lawrenceville,VA,23868,Brunswick,434-848-4121,http://www.southsidebh.org,36.7671857,-77.830586,MH
SouthSideMedicalCenter,101 Cowardin Ave STE 102,NA,Richmond,VA,23224,,804-780-0840,http://www.cahealthnet.org,37.51952325,-77.44926252,HC
SouthwestVirginia,13191 Glenbrook Ave,NA,Meadowview,VA,24361,,276-944-3682,http://svchs.com,36.76076337,-81.85872647,HC
"StanishaNatriceWilliams,NP",1711 Church Street,Suite B,Norfolk,VA,23504,,757-590-4428,,36.8635,-76.2799,BUPREN
"StauntonTreatmentCenter,LLC",15 Green Hills Drive,NA,Verona,VA,24482,,540 217-6366,,38.1906425,-79.0248586,OTP
ST.CHARLESCLINIC,241 Monarch Rd,NA,Saint Charles,VA,24282,,276-383-4428,,36.80623302,-83.05589878,HC
ST.CHARLESRESPIRATORY,213 Monarch Rd,NA,Saint Charles,VA,24282,,276-383-4428,,36.80589103,-83.05631506,HC
